Parcel_ID,State,Land_Use_Type,Area_Hectares,Carbon_Tons_per_Ha,Carbon_Value_INR,Flood_Mitigation_Value_INR,Water_Filtration_Value_INR,Pollination_Value_INR,Biodiversity_Index,Biodiversity_Value_INR,Total_Ecosystem_Value_INR,Development_Profit_INR,Discount_Rate,Time_Horizon_Years,NPV_Environment_INR,NPV_Development_INR,Environmental_ROI,Financial_ROI
1816,Karnataka,Agriculture,393.89,236.06,371926693.6,10605378.27,1856277.18,2152320.94,0.46,3623788.0,390164457.99,59069585.36,0.062,10,367386495.28,55621078.49,5.2196,-0.8574
1817,Assam,Grassland,414.05,118.51,196276262.0,7491140.96,6116270.27,637559.76,0.57,4720170.0,215241402.99,100827562.44,0.044,30,189157827.83,88608987.08,0.8761,-0.5883
1818,Assam,Wetland,307.71,67.47,83044774.8,8211272.99,1923893.89,1219013.27,0.65,4000230.0,98399184.95,29506535.61,0.056,20,88239627.23,26460033.22,1.9905,-0.7311
1819,Maharashtra,Urban,211.23,94.87,80157560.4,3827895.37,2069065.84,1288504.5,0.69,2914974.0,90258000.11,26812982.6,0.041,30,80008019.09,23768016.37,1.9839,-0.7367
1820,Karnataka,Urban,381.6,214.19,326939616.0,4359839.46,2782701.78,2093886.12,0.6,4579200.0,340755243.36,81995362.32,0.034,30,308234275.91,74169896.5,2.7592,-0.7823
1821,Uttar Pradesh,Urban,362.13,24.87,36024692.4,6050183.48,4620679.13,1832717.41,0.31,2245206.0,50773478.42,107284076.57,0.11,10,45741872.45,96652321.23,-0.5736,0.9036
1822,Odisha,Solar Farm,386.8,108.76,168273472.0,3711788.18,5507391.98,2240020.74,0.84,6498240.0,186230912.9,52420587.06,0.06,30,156363065.57,44013335.72,1.9829,-0.7637
1823,Karnataka,Solar Farm,492.84,135.24,266606726.4,4197708.32,2393118.09,2630532.77,0.23,2267064.0,278095149.58,81630812.34,0.068,40,213751122.16,62743552.94,1.6185,-0.7744
1824,Gujarat,Industrial,390.77,95.19,148789585.2,11552614.49,1699853.0,2469228.8,0.27,2110158.0,166621439.49,91231507.26,0.12,40,105890937.05,57979272.18,0.1607,-0.652
1825,Uttar Pradesh,Urban,410.47,143.37,235396335.6,7026644.62,5276751.73,3868173.54,0.94,7716836.0,259284741.49,61215364.18,0.119,50,147783697.18,34890725.89,1.4142,-0.8654
1826,Uttar Pradesh,Industrial,82.18,70.85,23289812.0,593783.63,454669.13,650161.97,0.84,1380624.0,26369050.73,20111349.39,0.087,20,22316979.14,17020884.43,0.1097,-0.3545
1827,Assam,Urban,259.41,180.09,186868587.6,3831703.28,3355989.39,1840438.94,0.72,3735504.0,199632223.21,47727288.99,0.11,30,145969361.04,34897782.36,2.0584,-0.8252
1828,West Bengal,Solar Farm,129.75,101.48,52668120.0,3171228.09,1090644.2,1168129.66,0.46,1193700.0,59291821.95,18467647.35,0.11,10,53416055.81,16637520.14,1.8924,-0.7194
1829,Odisha,Grassland,234.86,133.87,125762832.8,3128122.15,1314443.13,1621365.03,0.29,1362188.0,133188951.11,63369493.13,0.1,20,110073513.31,52371481.93,0.737,-0.6068
1830,Uttar Pradesh,Barren Land,99.42,176.56,70214380.8,1994944.13,437344.17,343877.03,0.51,1014084.0,74004630.13,22350678.18,0.087,20,62632508.24,18916100.69,1.8023,-0.7444
1831,Maharashtra,Urban,268.46,194.42,208775972.8,6429199.14,2693236.09,2169938.22,0.45,2416140.0,222484486.25,72568062.09,0.085,20,188990623.08,61643323.99,1.6043,-0.7229
1832,Karnataka,Grassland,412.07,141.11,232588790.8,4310646.19,3729782.24,1788385.85,0.72,5933808.0,248351413.08,69618586.94,0.105,50,150749279.56,42258474.37,1.1654,-0.8298
1833,Odisha,Agriculture,340.65,174.29,237487554.0,3552599.11,5040000.88,2921099.94,0.79,5382270.0,254383523.93,45154454.11,0.078,10,235977294.93,41887248.71,4.226,-0.8353
1834,Karnataka,Solar Farm,72.87,139.23,40582760.4,630123.73,669638.28,498321.27,0.49,714126.0,43094969.68,12725741.32,0.109,40,28490521.25,8413116.57,1.2388,-0.8048
1835,Uttar Pradesh,Agriculture,58.74,200.02,46996699.2,544453.06,145510.95,156845.87,0.77,904596.0,48748105.08,8886276.39,0.109,20,39636440.5,7225313.99,3.4604,-0.8518
1836,Maharashtra,Barren Land,264.73,15.34,16243832.8,6067039.85,908825.45,2145482.23,0.33,1747218.0,27112398.33,36099005.43,0.099,30,20425601.71,27195820.09,-0.4342,0.0031
1837,Gujarat,Barren Land,477.34,99.14,189293950.4,12284347.53,2138626.14,3945032.72,0.69,6587292.0,214249248.79,46868046.43,0.057,20,191764994.9,41949508.51,3.0916,-0.8042
1838,Karnataka,Urban,70.23,101.91,28628557.2,708706.1,728423.69,698826.84,0.21,294966.0,31059479.83,13008699.62,0.082,10,28705619.07,12022827.74,1.2066,-0.6129
1839,Tamil Nadu,Forest,457.53,131.44,240550972.8,8506642.76,3720398.98,1564816.08,0.24,2196144.0,256538974.62,69619787.34,0.035,40,223558895.53,60669622.57,2.2111,-0.7635
1840,Gujarat,Urban,277.49,83.75,92959150.0,5089183.26,1039438.84,2606649.4,0.87,4828326.0,106522747.5,27055032.83,0.061,20,94626241.76,24033515.26,2.4975,-0.7744
1841,Maharashtra,Agriculture,308.68,32.96,40696371.2,4279599.88,1625033.43,2852095.33,0.84,5185824.0,54638923.84,60179692.64,0.077,20,47105403.73,51882220.93,-0.2173,-0.0505
1842,Gujarat,Barren Land,465.71,233.78,435494735.2,13614218.32,1690492.6,1138670.4,0.71,6613082.0,458551198.52,86323362.53,0.032,50,391732267.52,73744538.57,3.538,-0.8392
1843,West Bengal,Agriculture,35.68,223.14,31846540.8,953432.75,237076.54,321814.17,0.65,463840.0,33822704.26,8972678.37,0.068,30,27764801.32,7365603.6,2.0944,-0.7822
1844,Gujarat,Grassland,61.13,114.09,27897286.8,1004518.42,560089.84,119218.44,0.94,1149244.0,30730357.5,6787520.96,0.048,30,26698309.58,5896948.51,2.9334,-0.8081
1845,Tamil Nadu,Agriculture,265.77,138.93,147693704.4,4251128.94,3198435.08,1501571.16,0.66,3508164.0,160153003.58,61376019.21,0.032,10,155187018.97,59472886.83,1.5285,-0.6286
1846,Karnataka,Grassland,287.47,222.21,255514834.8,1562318.55,2089150.09,2683833.45,0.46,2644724.0,264494860.89,47341193.77,0.118,40,169297296.9,30302048.63,2.5761,-0.8854
1847,Karnataka,Urban,103.67,25.66,10640688.8,2745758.5,1377779.43,544132.78,0.59,1223306.0,16531665.51,26845511.58,0.096,40,11457091.8,18604991.16,-0.5732,0.1254
1848,Karnataka,Industrial,136.25,14.05,7657250.0,2315228.68,1793848.46,1234767.27,0.92,2507000.0,15508094.41,36772622.78,0.082,20,13246584.52,31410155.41,-0.6398,1.0254
1849,West Bengal,Agriculture,225.08,195.96,176426707.2,5288376.34,2024789.2,401980.81,0.89,4006424.0,188148277.55,36890754.79,0.063,50,138622562.98,27180110.53,2.7577,-0.8555
1850,Tamil Nadu,Grassland,316.64,171.72,217493683.2,3251005.55,4078388.11,1142891.13,0.34,2153152.0,228119119.99,48002612.35,0.096,10,208137883.2,43798003.97,3.336,-0.808
1851,Assam,Barren Land,482.9,204.23,394490668.0,13766855.79,1848481.06,792241.49,0.62,5987960.0,416886206.34,59191163.64,0.105,50,253049879.95,35929029.61,3.2751,-0.9138
1852,Tamil Nadu,Industrial,337.63,242.97,328135844.4,3838788.58,2807458.78,1860734.4,0.38,2565988.0,339208814.16,66689808.62,0.07,40,258780780.21,50877335.69,2.8804,-0.85
1853,West Bengal,Urban,226.13,97.06,87792711.2,1226355.86,1987058.15,908416.34,0.2,904520.0,92819061.55,28715327.65,0.055,40,74925100.58,23179493.27,1.6092,-0.7503
1854,Assam,Solar Farm,199.76,41.64,33272025.6,3534173.02,2197704.5,1332732.82,0.8,3196160.0,43532795.94,32561293.9,0.077,10,40420423.34,30233327.67,0.2414,-0.3055
1855,Assam,Solar Farm,406.15,112.65,183011190.0,9154614.4,3106978.78,1933122.0,0.77,6254710.0,203460615.18,38060003.3,0.06,40,161159864.0,30147087.44,3.2344,-0.8518
1856,Maharashtra,Urban,115.97,96.19,44620617.2,1247764.2,1105457.72,949044.81,0.79,1832326.0,49755209.93,16366294.21,0.119,40,31733517.7,10438305.61,0.939,-0.7902
1857,Gujarat,Solar Farm,298.96,105.86,126591622.4,7739620.57,3434560.75,2314990.19,0.35,2092720.0,142173513.91,49950558.73,0.108,50,85137304.39,29911731.14,0.7044,-0.7896
1858,Assam,Agriculture,254.5,174.03,177162540.0,5013228.38,3295937.43,906286.6,0.63,3206700.0,189584692.41,20565805.75,0.092,40,133325344.59,14462893.09,5.4829,-0.9237
1859,Odisha,Wetland,367.32,20.28,29796998.4,8042388.42,2714851.84,777569.38,0.51,3746664.0,45078472.04,36202409.93,0.067,30,37108716.1,29801918.55,0.025,-0.3389
1860,Karnataka,Forest,195.25,187.21,146211010.0,4755389.69,1931290.48,235116.45,0.9,3514500.0,156647306.62,43259261.98,0.033,50,133174576.52,36777101.5,2.0785,-0.7652
1861,West Bengal,Agriculture,410.32,58.06,95292716.8,7993250.96,3309742.39,1960734.24,0.87,7139568.0,115696012.39,65380521.29,0.037,40,100046837.52,56537077.25,0.5302,-0.5113
1862,West Bengal,Wetland,473.59,230.93,437464554.8,10471461.94,3827839.89,869385.86,0.79,7482722.0,460115964.49,32615896.37,0.036,40,399418595.74,28313287.37,11.2461,-0.9385
1863,Maharashtra,Industrial,271.01,48.43,52500057.2,1407424.49,2032703.62,605695.18,0.32,1734464.0,58280344.49,18761388.05,0.048,10,55611015.73,17902087.83,1.9641,-0.6928
1864,Gujarat,Barren Land,359.16,204.14,293275689.6,5859099.59,3083460.29,464715.44,0.25,1795800.0,304478764.92,41085006.09,0.079,50,208185168.28,28091577.78,4.0672,-0.9077
1865,Tamil Nadu,Grassland,371.08,155.2,230366464.0,5493170.11,1312960.06,2978643.99,0.47,3488152.0,243639390.16,86837730.92,0.076,30,195573807.02,69706239.28,1.2522,-0.7139
1866,Gujarat,Forest,370.64,227.75,337653040.0,10387459.5,3319595.7,2076909.14,0.4,2965120.0,356402124.34,105243212.39,0.071,50,252925682.07,74687296.9,1.4032,-0.7904
1867,West Bengal,Urban,68.16,113.85,31040064.0,557298.74,581603.27,412468.85,0.45,613440.0,33204874.86,4628926.47,0.115,30,23953955.9,3339301.86,4.1748,-0.8994
1868,Odisha,Urban,387.81,211.33,327823549.2,5495930.8,4611372.46,2081902.16,0.35,2714670.0,342727424.62,31453657.45,0.061,40,270450209.32,24820448.06,7.5984,-0.9276
1869,Tamil Nadu,Forest,73.09,249.58,72967208.8,455330.58,565341.41,370481.64,0.43,628574.0,74986936.43,14094521.48,0.043,40,63364845.06,11910036.77,3.4957,-0.8412
1870,Maharashtra,Agriculture,393.04,89.79,141164246.4,7775732.29,4442652.99,3537902.03,0.83,6524464.0,163444997.71,79424445.1,0.065,50,119295371.65,57970380.43,0.502,-0.6453
1871,Karnataka,Industrial,254.09,194.5,197682020.0,6844838.67,850989.35,1134183.15,0.78,3963804.0,210475835.17,40124099.09,0.06,10,198562108.65,37852923.67,3.9487,-0.8202
1872,Odisha,Grassland,208.6,154.68,129064992.0,6256983.83,1754096.87,600027.53,0.32,1335040.0,139011140.23,12638539.33,0.08,30,110351524.98,10032880.0,7.7314,-0.9278
1873,West Bengal,Wetland,274.56,59.26,65081702.4,6145541.05,3194338.54,914802.03,0.46,2525952.0,77862336.02,81713975.59,0.064,10,73178887.24,76798849.24,-0.1045,-0.0137
1874,Assam,Barren Land,381.6,118.65,181107360.0,9476509.66,4578170.48,2674941.29,0.84,6410880.0,204247861.43,108681444.41,0.082,10,188768818.33,100444957.87,0.7369,-0.5082
1875,Assam,Wetland,122.55,105.67,51799434.0,2936009.13,1282055.02,318652.68,0.24,588240.0,56924390.83,27051735.82,0.053,50,43970007.11,20895524.73,0.6254,-0.6329
1876,Uttar Pradesh,Grassland,252.34,189.22,190991099.2,4811283.39,777947.46,673803.85,0.36,1816848.0,199070981.9,28884366.44,0.081,10,184154469.84,26720042.96,5.3756,-0.8658
1877,Maharashtra,Industrial,254.46,58.76,59808278.4,1702050.14,1076014.3,2508831.02,0.55,2799060.0,67894233.86,67899184.28,0.106,50,41025818.76,41028810.11,-0.3958,-0.3957
1878,Maharashtra,Forest,258.2,179.61,185501208.0,2535214.23,2827072.38,891167.29,0.82,4234480.0,195989141.9,18314392.79,0.1,30,147249543.13,13759874.37,7.0401,-0.9298
1879,Maharashtra,Forest,54.47,221.49,48258241.2,686600.5,572322.49,293458.24,0.47,512018.0,50322640.43,11512804.16,0.115,10,45132412.94,10325384.9,2.9202,-0.7948
1880,Gujarat,Solar Farm,25.43,230.52,23448494.4,514373.66,317750.03,113287.46,0.55,279730.0,24673635.55,6795218.65,0.067,10,23124306.98,6368527.32,2.403,-0.7419
1881,Tamil Nadu,Solar Farm,269.66,14.85,16017804.0,2417488.46,2788803.39,2009719.92,0.64,3451648.0,26685463.77,23144246.1,0.07,50,19026366.86,16501527.6,-0.1779,-0.3816
1882,Uttar Pradesh,Forest,180.77,128.96,93248396.8,4837084.49,2184822.14,317415.04,0.87,3145398.0,103733116.47,30358836.98,0.097,30,78577379.8,22996685.58,1.5883,-0.7783
1883,Karnataka,Forest,74.32,170.97,50825961.6,810693.74,572186.09,85599.24,0.31,460784.0,52755224.67,5426855.56,0.052,30,45312524.37,4661235.48,7.3497,-0.9116
1884,Gujarat,Forest,54.51,176.06,38388122.4,312124.13,546769.45,123539.85,0.91,992082.0,40362637.83,15441239.48,0.05,10,38440607.46,14705942.36,1.4895,-0.6357
1885,Odisha,Urban,309.14,16.72,20675283.2,8747027.75,2720071.85,429398.05,0.46,2844088.0,35415868.85,21396310.66,0.065,50,25849363.98,15616757.12,0.2081,-0.559
1886,Uttar Pradesh,Grassland,336.61,122.77,165302438.8,4912168.03,1194642.89,1078650.39,0.28,1885016.0,174372916.11,84783537.02,0.042,20,160599279.5,78086524.35,0.8942,-0.5522
1887,Uttar Pradesh,Solar Farm,299.71,92.26,110604978.4,3191749.54,3090936.12,1532423.46,0.5,2997100.0,121417187.52,59406418.6,0.074,10,113051385.03,55313238.92,0.903,-0.5444
1888,Tamil Nadu,Wetland,155.22,144.17,89512269.6,3374089.23,364303.06,806033.49,0.24,745056.0,94801751.38,14994462.09,0.08,50,64520479.04,10204978.95,3.303,-0.8924
1889,Tamil Nadu,Solar Farm,433.76,221.87,384953324.8,2927272.85,3230803.29,2709724.03,0.31,2689312.0,396510436.97,104691469.58,0.097,30,300354913.26,79303328.07,1.869,-0.8
1890,Assam,Urban,452.15,12.04,21775544.0,4710094.52,5766462.15,3180974.93,0.87,7867410.0,43300485.6,29070945.2,0.084,20,36849720.86,24740050.86,0.2676,-0.4286
1891,Assam,Barren Land,286.68,18.56,21283123.2,5113812.73,2844944.68,780239.34,0.4,2293440.0,32315559.95,60227694.31,0.072,30,26231753.92,48889081.87,-0.5645,0.5129
1892,Assam,Barren Land,429.72,92.17,158429169.6,5013324.71,6361255.69,3953519.37,0.22,1890768.0,175648037.37,104285375.14,0.04,20,162396484.25,96417691.51,0.5572,-0.4511
1893,Tamil Nadu,Wetland,18.61,75.69,5634363.6,218363.17,235437.79,137639.66,0.94,349868.0,6575672.22,4240813.77,0.068,30,5397919.44,3481251.85,0.2728,-0.4706
1894,Odisha,Forest,350.97,249.87,350787495.6,7985812.41,4177194.97,3315011.72,0.29,2035626.0,368301140.7,79388035.87,0.107,20,300543833.89,64782815.01,2.7858,-0.8241
1895,Assam,Wetland,477.42,60.63,115783898.4,8401744.67,5178676.44,1540734.39,0.65,6206460.0,137111513.9,54614315.59,0.06,20,122028759.26,48606546.45,1.2344,-0.6455
1896,Karnataka,Barren Land,223.55,137.01,122514342.0,3629143.52,1880400.16,824295.65,0.32,1430720.0,130278901.33,13823771.86,0.048,10,124311928.75,13190622.0,7.9926,-0.8988
1897,Karnataka,Grassland,293.06,198.67,232888920.8,2705292.52,999692.03,2269343.3,0.43,2520316.0,241383564.65,84364606.41,0.094,40,168514939.38,58896704.73,0.9975,-0.756
1898,Assam,Barren Land,166.74,79.49,53016650.4,3016736.72,505035.57,343332.44,0.33,1100484.0,57982239.13,40631352.99,0.076,40,43255954.27,30311832.95,0.0646,-0.4772
1899,Assam,Grassland,10.23,171.64,7023508.8,159508.76,88398.26,29943.68,0.61,124806.0,7426165.5,3015684.41,0.037,50,6192568.82,2514734.32,1.0535,-0.6614
1900,Uttar Pradesh,Barren Land,145.54,68.32,39773171.2,1632046.67,1007600.0,1217149.28,0.88,2561504.0,46191471.15,14634595.96,0.079,50,31583086.58,10006299.86,1.1581,-0.7834
1901,Gujarat,Forest,320.26,135.24,173247849.6,5076732.65,1439786.98,1727474.19,0.5,3202600.0,184694443.42,79709780.62,0.099,10,168056818.4,72529372.72,1.1084,-0.6073
1902,West Bengal,Agriculture,71.33,31.24,8913396.8,1976115.52,639231.57,622012.47,0.24,342384.0,12493140.36,12955589.73,0.079,30,9945057.2,10313186.05,-0.2324,-0.1745
1903,Assam,Solar Farm,431.05,33.43,57640006.0,4746351.51,3140198.42,3790038.71,0.9,7758900.0,77075494.64,128530986.82,0.116,50,44524120.3,74248360.6,-0.6536,-0.0367
1904,Karnataka,Grassland,7.94,21.45,681252.0,68999.95,51889.55,67245.94,0.87,138156.0,1007543.44,767866.3,0.086,40,724343.35,552034.61,-0.0567,-0.4521
1905,Assam,Urban,459.09,121.3,222750468.0,3483845.46,3650489.69,2011803.14,0.63,5784534.0,237681140.29,73300453.86,0.032,10,230311182.45,71027571.57,2.142,-0.7012
1906,Karnataka,Agriculture,497.03,140.45,279231454.0,8370367.36,7162215.14,1194235.51,0.34,3379804.0,299338076.01,125253392.68,0.053,20,269963606.0,112962099.59,1.1553,-0.6226
1907,Tamil Nadu,Solar Farm,400.62,75.17,120458421.6,2335490.71,3493883.7,1109788.67,0.77,6169548.0,133567132.68,84250349.27,0.113,20,107822469.47,68011347.77,0.2798,-0.4908
1908,West Bengal,Industrial,392.58,53.39,83839384.8,9816053.01,4060290.68,2756133.32,0.82,6438312.0,106910173.81,75946963.27,0.072,40,80954294.84,57508398.29,0.0659,-0.4621
1909,Uttar Pradesh,Barren Land,320.14,81.51,104378445.6,3062116.14,3206407.6,993917.95,0.26,1664728.0,113305615.29,16051354.16,0.085,20,96248053.93,13634907.65,4.9963,-0.8797
1910,Tamil Nadu,Solar Farm,184.26,190.55,140442972.0,2649550.08,1532682.94,859345.29,0.69,2542788.0,148027338.31,25618550.5,0.117,50,85128712.39,14732915.16,2.3229,-0.9005
1911,Gujarat,Industrial,468.39,213.53,400061266.8,13118436.09,3671623.0,2729717.7,0.76,7119528.0,426700571.59,104936447.45,0.11,40,281080883.19,69124888.25,1.6786,-0.838
1912,Karnataka,Forest,359.58,249.49,358846456.8,4930792.89,4613041.27,2617279.77,0.72,5177952.0,376185522.73,47269990.8,0.101,50,232522767.4,29217894.93,3.919,-0.9223
1913,Tamil Nadu,Solar Farm,450.69,62.45,112582362.0,9301079.24,3198886.2,4464504.98,0.56,5047728.0,134594560.42,48259904.78,0.064,30,111738445.34,40064670.63,1.3153,-0.7023
1914,Uttar Pradesh,Forest,328.65,28.26,37150596.0,6602594.28,4635911.22,2843895.57,0.25,1643250.0,52876247.07,98051895.91,0.093,40,37049297.31,68702944.04,-0.6221,0.2993
1915,Maharashtra,Urban,85.33,12.98,4430333.6,792038.68,1100440.17,101948.35,0.37,631442.0,7056202.8,20421721.61,0.083,40,5129289.69,14844942.68,-0.7488,1.1038
1916,Odisha,Wetland,392.45,189.08,296817784.0,2458712.86,5338359.38,1194337.79,0.62,4866380.0,310675574.03,82835221.76,0.045,40,260520526.78,69462414.86,2.145,-0.7764
1917,Karnataka,Agriculture,488.23,127.16,248333307.2,3144722.33,6925252.83,3064331.94,0.72,7030512.0,268498126.3,88513143.98,0.105,20,219895682.97,72490853.16,1.4843,-0.73
1918,Karnataka,Industrial,21.4,74.41,6369496.0,358261.87,64111.13,157357.62,0.5,214000.0,7163226.62,2528773.75,0.03,30,6555367.1,2314186.21,1.5923,-0.6769
1919,Tamil Nadu,Grassland,361.32,210.11,303667780.8,5375001.16,3372862.11,1101729.59,0.67,4841688.0,318359061.66,19162376.61,0.074,30,256982986.48,15468084.19,12.4108,-0.9514
1920,Karnataka,Agriculture,323.88,230.37,298448942.4,4707076.11,3869547.44,2066089.88,0.9,5829840.0,314921495.83,48450640.4,0.059,30,265163916.69,40795441.86,4.4729,-0.8705
1921,Odisha,Grassland,444.14,21.82,38764539.2,3735055.21,1364068.37,3814269.71,0.21,1865388.0,49543320.49,117881102.26,0.071,30,40328929.86,95956804.22,-0.6579,0.9368
1922,Uttar Pradesh,Industrial,6.99,106.39,2974664.4,67593.45,70719.27,49728.46,0.57,79686.0,3242391.58,420307.87,0.089,50,2117025.38,274427.81,4.0368,-0.9154
1923,Gujarat,Industrial,421.81,182.88,308562451.2,10861163.74,1943119.99,3796286.4,0.44,3711928.0,328874949.33,22504071.17,0.106,40,219791192.99,15039748.88,8.7667,-0.9543
1924,West Bengal,Barren Land,471.2,167.33,315383584.0,5082323.51,2484485.89,2449927.06,0.87,8198880.0,333599200.46,41182603.89,0.104,30,247923549.43,30606000.61,5.0201,-0.9083
1925,Odisha,Grassland,149.19,204.06,121774845.6,4178331.5,1127491.54,639347.16,0.8,2387040.0,130107055.8,27207887.81,0.092,40,91497724.99,19133934.14,2.3629,-0.8529
1926,Gujarat,Urban,313.3,46.69,58511908.0,8183320.5,1423972.45,2942055.96,0.39,2443740.0,73504996.91,73146227.23,0.056,30,62420193.28,62115527.28,-0.1466,-0.1549
1927,Uttar Pradesh,Grassland,162.3,84.4,54792480.0,3846072.82,1499424.22,1452028.65,0.43,1395780.0,62985785.69,36192596.58,0.098,20,52244174.45,30020302.34,0.4435,-0.5234
1928,Odisha,Wetland,79.98,106.14,33956308.8,1365293.58,529782.41,311843.09,0.71,1135716.0,37298943.88,8315248.62,0.094,10,34094098.61,7600775.7,3.1002,-0.7962
1929,Karnataka,Forest,467.85,145.65,272569410.0,9490737.69,1354952.14,4107859.67,0.41,3836370.0,291359329.5,95330421.95,0.118,50,166809166.1,54578613.34,0.7498,-0.8127
1930,Maharashtra,Grassland,299.77,183.93,220546784.4,4836186.55,834786.3,2451637.21,0.23,1378942.0,230048336.46,67497549.34,0.032,10,222915054.71,65404602.07,2.3026,-0.7157
1931,Uttar Pradesh,Agriculture,431.84,47.83,82619628.8,7711275.06,4216036.28,2210117.68,0.46,3972928.0,100729985.82,72097231.42,0.058,10,95207926.11,68144831.21,0.3205,-0.3235
1932,Karnataka,Barren Land,221.87,96.14,85322327.2,4249946.6,1129987.04,2196049.07,0.58,2573692.0,95472001.91,21863185.03,0.073,40,72023984.11,16493565.23,2.2943,-0.8272
1933,Gujarat,Barren Land,433.88,15.23,26431969.6,9540523.53,3958539.48,1095990.4,0.81,7028856.0,48055879.01,61706914.99,0.056,10,45507461.18,58434578.59,-0.2625,0.216
1934,Uttar Pradesh,Wetland,414.92,163.25,270942760.0,11392241.47,4227407.5,3181340.56,0.83,6887672.0,296631421.53,26424142.43,0.1,20,245149935.15,21838134.24,8.2775,-0.9264
1935,Tamil Nadu,Industrial,308.78,26.68,32953001.6,5469867.27,948558.27,2353991.99,0.61,3767116.0,45492535.13,89050109.22,0.046,30,39750727.88,77810714.43,-0.5536,0.7104
1936,Maharashtra,Wetland,304.99,60.78,74149168.8,6207041.99,3475192.13,2287650.38,0.81,4940838.0,91059891.3,80330571.01,0.037,20,84677809.48,74700471.2,0.0541,-0.1797
1937,Maharashtra,Wetland,174.92,174.91,122381028.8,3054917.83,783429.48,1045039.62,0.51,1784184.0,129048599.73,25802373.88,0.103,40,87186902.11,17432417.32,2.379,-0.8649
1938,West Bengal,Forest,206.76,16.35,13522104.0,1333929.4,2715001.23,1994284.41,0.72,2977344.0,22542663.04,29172197.12,0.114,40,14637417.36,18942110.95,-0.4982,-0.1597
1939,Maharashtra,Forest,333.09,212.64,283313030.4,8042893.6,2307917.69,1768148.24,0.34,2265012.0,297697001.93,40971244.18,0.1,50,184846416.31,25439919.14,3.5116,-0.9145
1940,Odisha,Barren Land,447.52,183.87,329142009.6,7441963.32,1398330.16,676888.11,0.48,4296192.0,342955383.19,74268373.9,0.085,20,291325263.39,63087662.85,2.9226,-0.816
1941,Gujarat,Barren Land,8.21,247.53,8128885.2,115748.46,106937.14,47738.69,0.3,49260.0,8448569.49,2047503.3,0.094,40,5898123.92,1429405.08,1.8806,-0.8308
1942,West Bengal,Industrial,266.08,133.49,142076076.8,1912314.34,2800767.75,2448257.0,0.27,1436832.0,150674247.89,30832781.7,0.111,40,98896926.88,20237481.85,2.2075,-0.8657
